Country,Year,Household_Size,Real_GDP_Per_Capita,Train_Transport_Pct,Bus_Transport_Pct,Urban_Population_Pct,All_Transport_Pct,Fuel_Price_Index,Surface_Area_km2,Pop
Portugal,2014,2.6,18560,4.2,4.8,62.936,9,152.1425,92225.2,10444092
Portugal,2015,2.5,18920,4.2,5.8,63.514,10,140.85000000000002,92225.2,10395121
Portugal,2016,2.5,19350,4.3,5.3,64.086,9.6,137.8711111111111,92225.2,10368554
Portugal,2017,2.5,20020,4.4,6,64.652,10.4,149.11722222222224,92225.2,10344478
Portugal,2018,2.5,20620,4.3,6.3,65.211,10.5,159.84805555555556,92225.2,10335770
Portugal,2019,2.5,21150,4.6,6.1,65.764,10.7,159.33277777777778,92225.2,10333496
Portugal,2020,2.5,19360,2.8,4.2,66.31,7,146.99361111111114,92225.2,10375395
Portugal,2021,2.5,20390,2.9,5.7,66.849,8.7,168.82944444444445,92225.2,10394297
Portugal,2022,2.5,21690,4,7.6,67.381,11.6,205.35472222222222,92225.2,10421117
Portugal,2023,2.5,22130,4.2,7.5,67.906,11.8,185.3961111111111,92225.2,10516621
Portugal,2024,2.4,22350,4.2,7.5,68.423,11.8,184.6913888888889,92225.2,10639726
Romania,2003,2.9,5690,11.5,12.8,52.912,24.3,63.345,238398,21627509
Romania,2004,2.9,6320,11.4,12.4,53.043,23.8,70.93666666666667,238398,21521142
Romania,2005,2.9,6650,9.9,14.6,53.174,24.5,80.78166666666667,238398,21382354
Romania,2006,2.9,7230,9.6,14,53.305,23.6,84.18124999999999,238398,21257016
Romania,2007,2.9,7870,8.6,14,53.436,22.5,83.30958333333334,238398,21130503
Romania,2008,2.8,8740,7.1,20.7,53.567,27.8,93.78708333333333,238398,20635460
Romania,2009,2.8,8330,6.5,13.6,53.698,20,92.41208333333333,238398,20440290
Romania,2010,2.7,8050,5.6,16.3,53.829,22,110.69,238398,20294683
Romania,2011,2.7,8460,5.3,16.2,53.96,21.5,128.81583333333333,238398,20199059
Romania,2012,2.7,8660,4.6,17.2,53.974,21.8,140.06125,238398,20095996
Romania,2013,2.7,8710,4.3,16.8,53.937,21.1,139.51125,238398,20020074
Romania,2014,2.7,9100,4.6,16.9,53.9,21.5,144.17375,238398,19947311
Romania,2015,2.7,9430,4.5,17.6,53.887,22.1,131.21916666666667,238398,19870647
Romania,2016,2.7,9760,4.1,17.6,53.9,21.7,121.68624999999999,238398,19760585
Romania,2017,2.6,10620,4.5,17.7,53.936,22.2,119.76083333333334,238398,19643949
Romania,2018,2.6,11260,4.2,17,53.998,21.2,135.685,238398,19533481
Romania,2019,2.6,11760,4.2,16.9,54.084,21.1,137.32416666666668,238398,19414458
Romania,2020,2.6,11390,3.1,14.3,54.194,17.4,115.8275,238398,19328838
Romania,2021,2.5,12130,3.3,13.7,54.329,17,139.04708333333335,238398,19201662
Romania,2022,2.5,12690,4.1,13.6,54.489,17.6,185.03666666666666,238398,19042455
Romania,2023,2.5,12970,4,14.7,54.672,18.7,167.55666666666667,238398,19054548
Romania,2024,2.5,13100,4,14.7,54.88,18.7,174.8216666666667,238398,19067576
Serbia,2003,2.9,4390,1.5,13,53.437,14.5,54.6,88444,7490918
Serbia,2004,2.9,4700,1.5,13,53.661,14.5,54.6,88444,7470263
Serbia,2005,2.9,4990,1.5,13,53.883,14.5,54.6,88444,7456050
Serbia,2006,2.9,5200,1.5,13,54.105,14.5,58.775,88444,7425487
Serbia,2007,2.9,5630,1.5,13,54.328,14.5,58.925000000000004,88444,7397651
Serbia,2008,2.9,5950,1.5,13,54.55,14.5,69.2,88444,7365507
Serbia,2009,2.9,5790,1.5,13,54.772,14.5,68.875,88444,7334937
Serbia,2010,2.9,5900,1.5,13,54.993,14.5,82.19166666666668,88444,7306677
Serbia,2011,2.9,5950,1.7,14.9,55.215,16.6,93.51666666666667,88444,7251549
Serbia,2012,2.9,5950,1.7,14.6,55.356,16.3,107.68333333333334,88444,7216649
Serbia,2013,2.9,6010,1.9,14.3,55.469,16.2,107.54166666666667,88444,7181505
Serbia,2014,2.9,5930,1.4,13,55.583,14.3,108.03333333333335,88444,7146759
Serbia,2015,2.9,6040,1.5,13.6,55.696,15.1,100.00833333333333,88444,7114393
Serbia,2016,2.9,6250,1.3,12.5,55.81,13.8,95.825,88444,7076372
Serbia,2017,2.9,6430,1.1,12.3,55.942,13.4,104.75833333333333,88444,7040272
Serbia,2018,2.9,6770,1,13.9,56.092,14.9,111.175,88444,7001444
Serbia,2019,2.7,7130,0.8,12.9,56.26,13.6,111.13333333333333,88444,6963764
Serbia,2020,2.6,7110,0.5,10,56.446,10.5,100.10000000000001,88444,6926705
Serbia,2021,2.6,7740,0.6,10.6,56.651,11.2,112.94166666666666,88444,6871547
Serbia,2022,2.6,8160,1.1,12.3,56.873,13.5,136.24166666666667,88444,6797105
Serbia,2023,2.6,8510,1.3,12,57.113,13.3,133.60833333333332,88444,6641197
Serbia,2024,2.6,8900,1.3,12,57.371,13.3,137.63333333333333,88444,6605168
Slovenia,2003,2.8,17180,3,13.5,51.082,16.5,68.45666666666666,20273,1995033
Slovenia,2004,2.8,17950,2.7,12.4,51.308,15.1,74.64833333333333,20273,1996433
Slovenia,2005,2.8,18610,2.7,11.6,51.533,14.4,86.08999999999999,20273,1997590
Slovenia,2006,2.8,19640,2.7,11.4,51.758,14.1,94.02333333333333,20273,2003358
Slovenia,2007,2.8,20930,2.6,11.4,51.983,14,95.85708333333334,20273,2010377
Slovenia,2008,2.8,21600,2.7,10.9,52.209,13.6,105.93583333333333,20273,2010269
Slovenia,2009,2.8,19770,2.6,10.7,52.433,13.3,94.57083333333333,20273,2032362
Slovenia,2010,2.6,19920,2.5,10.8,52.658,13.2,110.38875,20273,2046976
Slovenia,2011,2.6,20010,2.3,11,52.883,13.4,122.33333333333333,20273,2050189
Slovenia,2012,2.5,19390,2.3,11.1,53.108,13.3,137.30583333333334,20273,2055496
Slovenia,2013,2.5,19210,2.3,11.4,53.332,13.7,138.355,20273,2058821
Slovenia,2014,2.5,19720,2.1,11.6,53.557,13.7,135.85958333333335,20273,2061085
Slovenia,2015,2.5,20170,2.1,11.8,53.781,13.9,119.27208333333334,20273,2062874
Slovenia,2016,2.5,20770,2,11.9,54.02,13.9,109.29958333333333,20273,2064188
Slovenia,2017,2.5,21830,1.8,11.7,54.273,13.5,118.58208333333334,20273,2065895
Slovenia,2018,2.5,22720,1.8,11.7,54.541,13.5,127.07666666666667,20273,2066880
Slovenia,2019,2.4,23330,1.8,11.6,54.822,13.3,124.52166666666666,20273,2080908
Slovenia,2020,2.5,22230,1.4,8.6,55.118,10,105.15833333333335,20273,2095861
Slovenia,2021,2.5,24040,2.1,9.5,55.427,11.6,123.55958333333332,20273,2108977
Slovenia,2022,2.4,24660,2.4,11.6,55.751,13.9,158.10833333333332,20273,2107180
Slovenia,2023,2.4,25120,2.6,11.9,56.088,14.5,148.83708333333334,20273,2116972
Slovenia,2024,2.4,25480,2.6,11.9,56.438,14.5,148.38333333333333,20273,2123949
Spain,2003,2.7,24220,5.1,11.8,76.778,16.9,90.75555555555555,506009,41827838
Spain,2004,2.7,24590,5,13.2,77.022,18.3,97.57583333333334,506009,42547451
Spain,2005,2.8,25000,5.1,12.9,77.263,18,110.67555555555556,506009,43296338
Spain,2006,2.7,25600,5.2,12,77.502,17.2,118.42805555555555,506009,44009971
Spain,2007,2.7,25990,5,14,77.74,19,119.88222222222223,506009,44784666
Spain,2008,2.7,25760,5.5,14.3,77.976,19.7,136.32444444444445,506009,45668939
Spain,2009,2.7,24590,5.4,13.3,78.21,18.6,113.67083333333333,506009,46239273
Spain,2010,2.6,24510,5.4,12.3,78.442,17.7,133.47527777777776,506009,46486619
Spain,2011,2.6,24260,5.6,13.5,78.673,19.1,155.49666666666667,506009,46667174
Spain,2012,2.6,23560,5.6,13.7,78.902,19.3,168.4986111111111,506009,46818219
Spain,2013,2.5,23310,6.1,13.2,79.133,19.3,168.56055555555557,506009,46712650
Spain,2014,2.5,23730,6.7,10.6,79.366,17.3,163.0236111111111,506009,46495744
Spain,2015,2.5,24720,6.7,11.9,79.602,18.6,142.27027777777778,506009,46425722
Spain,2016,2.5,25420,5.8,10.4,79.84,16.3,131.21277777777777,506009,46418884
Spain,2017,2.5,26110,6.4,7.1,80.08,13.6,141.2611111111111,506009,46497393
Spain,2018,2.5,26620,6.5,7.3,80.321,13.8,153.23444444444442,506009,46645070
Spain,2019,2.5,26930,6.5,7.5,80.565,14,155.42694444444444,506009,46918951
Spain,2020,2.5,23850,3.8,5.9,80.81,9.7,138.07111111111112,506009,47318050
Spain,2021,2.5,25440,4.2,7.4,81.056,11.7,161.65444444444447,506009,47400798
Spain,2022,2.5,26820,6.1,8.4,81.304,14.5,205.58277777777778,506009,47486843
Spain,2023,2.5,27150,7.3,8.7,81.552,16.1,197.49249999999998,506009,48085361
Spain,2024,2.5,27800,7.3,8.7,81.802,16.1,191.0727777777778,506009,48619695
Sweden,2003,2.1,38890,7.7,8,84.196,15.7,92.49694444444444,438574,8940788
Sweden,2004,2.1,40360,7.5,7.8,84.258,15.3,98.39472222222223,438574,8975670
Sweden,2005,2.1,41330,7.7,7.6,84.319,15.4,110.4075,438574,9011392
Sweden,2006,2.1,42990,8.3,7.6,84.43,15.9,113.71722222222223,438574,9047752
Sweden,2007,2.1,44080,8.7,7.4,84.588,16.1,115.55916666666667,438574,9113257
Sweden,2008,2.1,43330,9.4,7.2,84.746,16.7,126.9738888888889,438574,9182927
Sweden,2009,2,41130,9.5,7.1,84.902,16.6,120.36833333333334,438574,9256347
Sweden,2010,2.1,43130,9.4,7.2,85.056,16.6,129.79777777777778,438574,9340682
Sweden,2011,2.1,44150,8.7,7.4,85.297,16.2,141.58527777777778,438574,9415570
Sweden,2012,2.1,43650,9.1,7.3,85.62,16.4,150.23527777777778,438574,9482855
Sweden,2013,2,43770,9.1,7.5,85.936,16.6,145.38250000000002,438574,9555893
Sweden,2014,2,44330,9.2,7.3,86.247,16.5,143.0125,438574,9644864
Sweden,2015,2,45790,9.5,7.3,86.553,16.8,133.5622222222222,438574,9747355
Sweden,2016,2,46220,11,8.5,86.852,19.5,131.51611111111112,438574,9851017
Sweden,2017,2.1,46420,11.2,8.4,87.146,19.6,141.23472222222222,438574,9995153
Sweden,2018,2,46700,11.3,8.3,87.431,19.6,154.3413888888889,438574,10120242
Sweden,2019,2,47410,12.2,8.4,87.708,20.5,158.5952777777778,438574,10230185
Sweden,2020,2,46180,7.6,8.4,87.977,16,142.6052777777778,438574,10327589
Sweden,2021,2,48300,7.5,8.3,88.238,15.9,166.34,438574,10379295
Sweden,2022,2,48390,11,8,88.492,19,223.1536111111111,438574,10452326
Sweden,2023,2,47960,10.6,7.6,88.738,18.2,215.07972222222222,438574,10521556
Sweden,2024,2,48210,10.6,7.6,88.976,18.2,181.9325,438574,10551707
Switzerland,2003,2.3,64720,15,5.2,73.427,20.2,89.35,41291,7313853
Switzerland,2004,2.3,66020,15.3,5.2,73.452,20.4,89.35,41291,7364148
Switzerland,2005,2.3,67440,16.3,5.3,73.478,21.6,100.07083333333333,41291,7415102
Switzerland,2006,2.3,69750,16.5,5.6,73.504,22.1,109.39999999999999,41291,7459128
Switzerland,2007,2.3,71840,17,5.5,73.53,22.6,112.00416666666666,41291,7508739
Switzerland,2008,2.3,72990,17.1,5.2,73.556,22.2,132.275,41291,7593494
Switzerland,2009,2.3,70520,17.4,5.1,73.581,22.5,97.625,41291,7701856
Switzerland,2010,2.3,72250,17.6,5.1,73.607,22.7,110.90833333333335,41291,7785806
Switzerland,2011,2.3,72900,19.6,5.7,73.631,25.2,121.14583333333333,41291,7870134
Switzerland,2012,2.3,72960,19.2,5.7,73.653,25,127.14999999999999,41291,7954662
Switzerland,2013,2.3,73420,19.3,5.7,73.674,25,123.96666666666665,41291,8039060
Switzerland,2014,2.2,74230,19.6,5.8,73.696,25.4,120.925,41291,8139631
Switzerland,2015,2.2,74530,19.7,5.9,73.718,25.6,99.92625,41291,8237666
Switzerland,2016,2.2,75260,19.8,5.9,73.739,25.7,94.01375,41291,8327126
Switzerland,2017,2.2,75580,19.6,5.9,73.761,25.5,102.29458333333334,41291,8419550
Switzerland,2018,2.2,77180,19.3,5.9,73.797,25.2,114.72791666666666,41291,8484130
Switzerland,2019,2.2,77510,20,6.1,73.849,26.1,111.50583333333333,41291,8544527
Switzerland,2020,2.2,75280,15.5,6.3,73.915,21.8,96.03416666666668,41291,8606033
Switzerland,2021,2.2,78880,15.8,6.4,73.996,22.1,113.40625,41291,8670300
Switzerland,2022,2.1,80600,19.4,6.3,74.092,25.7,149.95291666666665,41291,8738791
Switzerland,2023,2.2,79940,21.2,6.3,74.202,27.5,135.30958333333334,41291,8815385
Switzerland,2024,2.2,80080,21.2,6.3,74.327,27.5,130.56208333333333,41291,8962258
